name,position,team_name,ict_index_gw,opponent_team,starts_gw,total_points_gw,transfers_balance,value,was_home,avg_home_difficulty,avg_away_difficulty,avg_difficulty,team_id,opponent_team_difficulty,name_substring
Jordan Ayew,MID,Crystal Palace,2.2,10,1,2,-4371,54,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Ayew
Divin Mubama,FWD,West Ham,0.0,11,0,0,-13292,41,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Mubama
Nathaniel Phillips,DEF,Liverpool,0.0,19,0,0,-31,40,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Phillips
Dominik Szoboszlai,MID,Liverpool,0.4,19,0,1,-5297,71,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Szoboszlai
Ryan Oné,MID,Sheffield Utd,0.0,15,0,0,-11,44,False,,,,,2.8157894736842106,Oné
Kristian Sekularac,MID,Fulham,0.0,8,0,0,-5,44,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Sekularac
Jordan Clark,MID,Luton,5.7,20,1,2,-322,48,False,,,,,2.894736842105263,Clark
Elijah Campbell,DEF,Everton,0.0,4,0,0,-9,40,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Campbell
Mason Mount,MID,Man Utd,1.5,6,0,1,-335,68,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Mount
Ellery Balcombe,GK,Brentford,0.0,9,0,0,-215,39,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Balcombe
David Brooks,MID,Bournemouth,0.0,5,0,0,-27,47,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Brooks
Pascal Groß,MID,Brighton,6.4,3,1,2,-40212,62,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Groß
John McGinn,MID,Aston Villa,2.2,7,1,5,-2413,53,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,McGinn
Treymaurice Nyoni,MID,Liverpool,0.0,19,0,0,1,45,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Nyoni
Tanguy Ndombélé Alvaro,MID,Spurs,0.0,1,0,0,-43,44,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Alvaro
Tanguy Ndombélé Alvaro,MID,Spurs,0.0,7,0,0,-43,44,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Alvaro
Ben Parkinson,FWD,Newcastle,0.0,17,0,0,-28,45,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Parkinson
Jairo Riedewald,MID,Crystal Palace,0.0,10,0,0,-85,43,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Riedewald
Yoane Wissa,FWD,Brentford,1.3,9,1,2,27494,57,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Wissa
Reiss Nelson,MID,Arsenal,0.0,18,0,0,-28,48,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Nelson
Ibrahim Sangaré,MID,Nott'm Forest,0.4,13,0,1,-6,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Sangaré
Facundo Pellistri Rebollo,MID,Man Utd,0.0,6,0,0,-269,42,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Rebollo
James Hill,DEF,Bournemouth,0.0,5,0,1,-30,40,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Hill
Bruno Cavaco Jordão,MID,Wolves,0.0,12,0,0,-270,43,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Jordão
Kjell Scherpen,GK,Brighton,0.0,3,0,0,0,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Scherpen
Máximo Perrone,MID,Man City,0.0,16,0,0,0,44,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Perrone
Aleksandar Mitrović,FWD,Fulham,0.0,8,0,0,-79,74,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Mitrović
Kevin Schade,MID,Brentford,1.3,9,0,1,61,52,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Schade
Moussa Niakhaté,DEF,Nott'm Forest,1.2,13,1,1,-163,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Niakhaté
Paul Dummett,DEF,Newcastle,0.0,17,0,0,-332,39,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Dummett
Rodrigo Duarte Ribeiro,FWD,Nott'm Forest,0.0,13,0,0,-33,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Ribeiro
Sven Botman,DEF,Newcastle,0.0,17,0,0,-7468,45,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Botman
Lewis Warrington,MID,Everton,0.0,4,0,0,2,45,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Warrington
Issa Diop,DEF,Fulham,3.1,8,1,2,-153,44,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Diop
Aaron Ramsdale,GK,Arsenal,0.0,18,0,0,-3357,45,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Ramsdale
Odeluga Offiah,DEF,Brighton,0.9,3,1,1,21,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Offiah
Tosin Adarabioyo,DEF,Fulham,0.0,8,0,0,-462,43,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Adarabioyo
Trent Alexander-Arnold,DEF,Liverpool,9.4,19,1,1,74496,84,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Alexander-Arnold
Anass Zaroury,MID,Burnley,0.0,14,0,0,-16,46,False,,,,,2.8421052631578947,Zaroury
Pervis Estupiñán,DEF,Brighton,0.0,3,0,0,-146227,48,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Estupiñán
Enso González,MID,Wolves,0.0,12,0,0,-26,50,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,González
Chiedozie Ogbene,FWD,Luton,0.0,20,0,0,-950,48,False,,,,,2.894736842105263,Ogbene
Romain Faivre,MID,Bournemouth,0.0,5,0,0,-28,50,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Faivre
Harvey Elliott,MID,Liverpool,5.2,19,1,2,-1492,48,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Elliott
Jack Robinson,DEF,Sheffield Utd,0.2,15,0,1,-228,43,False,,,,,2.8157894736842106,Robinson
Detlef Esapa Osong,FWD,Nott'm Forest,0.0,13,0,0,-21,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Osong
Gabriel Martinelli Silva,MID,Arsenal,1.5,18,0,1,-24988,76,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Silva
Wout Weghorst,FWD,Burnley,0.0,14,0,0,-3,55,False,,,,,2.8421052631578947,Weghorst
Jhon Durán,FWD,Aston Villa,0.4,7,0,1,-536,50,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Durán
Oscar Bobb,MID,Man City,1.5,16,0,1,-452,44,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Bobb
Michail Antonio,FWD,West Ham,6.2,11,1,7,-672,57,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Antonio
Jamie Donley,FWD,Spurs,0.0,1,0,0,-67,45,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Donley
Jamie Donley,FWD,Spurs,0.0,7,0,0,-67,45,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Donley
Malang Sarr,DEF,Chelsea,0.0,2,0,0,-12,43,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Sarr
Malang Sarr,DEF,Chelsea,0.0,18,0,0,-12,43,True,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Sarr
Benjamin Arthur,DEF,Brentford,0.0,9,0,0,5,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Arthur
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,2,0,0,0,50,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Damaceno
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,18,0,0,0,50,True,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Damaceno
Micky van de Ven,DEF,Spurs,2.4,1,1,1,71527,44,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Ven
Micky van de Ven,DEF,Spurs,3.1,7,1,0,71527,44,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Ven
Adama Traoré,MID,Fulham,0.0,8,0,0,-107,49,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Traoré
Shola Shoretire,FWD,Man Utd,0.0,6,0,0,-174,44,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Shoretire
Ademola Ola-Adebomi,FWD,Crystal Palace,0.0,10,0,0,-20,45,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Ola-Adebomi
Lisandro Martínez,DEF,Man Utd,0.0,6,0,0,-762,47,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Martínez
Alex Mighten,MID,Nott'm Forest,0.0,13,0,0,-3,44,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Mighten
Bryan Mbeumo,MID,Brentford,1.9,9,1,1,-4301,68,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Mbeumo
Nicolas Pépé,MID,Arsenal,0.0,18,0,0,-4,49,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Pépé
Mauro Bandeira,MID,Arsenal,0.0,18,0,0,-4,45,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Bandeira
Alexis Mac Allister,MID,Liverpool,10.4,19,1,1,-101797,59,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Allister
David Ozoh,MID,Crystal Palace,0.0,10,0,0,-18,45,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Ozoh
Sydie Peck,MID,Sheffield Utd,0.0,15,0,0,-13,44,False,,,,,2.8157894736842106,Peck
Omari Kellyman,MID,Aston Villa,0.0,7,0,0,-28,45,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Kellyman
Youri Tielemans,MID,Aston Villa,0.3,7,1,1,-389,56,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Tielemans
Remo Freuler,MID,Nott'm Forest,0.0,13,0,0,-5,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Freuler
Illia Zabarnyi,DEF,Bournemouth,0.0,5,0,0,-108121,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Zabarnyi
Karl Hein,GK,Arsenal,0.0,18,0,0,-40,40,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Hein
Aaron Connolly,FWD,Brighton,0.0,3,0,0,-7,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Connolly
Dean Henderson,GK,Crystal Palace,1.0,10,1,2,-25859,44,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Henderson
Jay Rodriguez,FWD,Burnley,0.0,14,0,0,-289,53,False,,,,,2.8421052631578947,Rodriguez
Marcos Senesi,DEF,Bournemouth,7.1,5,1,13,-20831,44,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Senesi
Granit Xhaka,MID,Arsenal,0.0,18,0,0,-2,60,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Xhaka
James Trafford,GK,Burnley,0.0,14,0,0,-1953,44,False,,,,,2.8421052631578947,Trafford
Dan Burn,DEF,Newcastle,4.1,17,1,2,165385,45,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Burn
Saïd Benrahma,MID,West Ham,0.0,11,0,0,-140,56,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Benrahma
Brandon Aguilera Zamora,MID,Nott'm Forest,0.0,13,0,0,-1,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Zamora
Dominic Sadi,MID,Bournemouth,0.0,5,0,1,-21,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Sadi
Tyler Onyango,MID,Everton,0.0,4,0,0,-20,44,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Onyango
Mahamadou Susoho,MID,Man City,0.0,16,0,0,-5,45,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Susoho
Joe Taylor,FWD,Luton,0.0,20,0,0,-30,45,False,,,,,2.894736842105263,Taylor
Gustavo Hamer,MID,Sheffield Utd,10.0,15,1,5,-4250,49,False,,,,,2.8157894736842106,Hamer
Karl Darlow,GK,Newcastle,0.0,17,0,0,-1,40,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Darlow
Saman Ghoddos,MID,Brentford,0.0,9,0,0,-119,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Ghoddos
Joachim Andersen,DEF,Crystal Palace,1.5,10,1,1,15037,47,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Andersen
Alfie Gilchrist,DEF,Chelsea,0.0,2,0,0,3296,40,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Gilchrist
Alfie Gilchrist,DEF,Chelsea,2.0,18,1,6,3296,40,True,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Gilchrist
Allan Campbell,MID,Luton,0.0,20,0,0,0,49,False,,,,,2.894736842105263,Campbell
Ethan Wheatley,FWD,Man Utd,0.0,6,0,0,63,45,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Wheatley
Carlos Mendes Gomes,MID,Luton,0.0,20,0,0,0,45,False,,,,,2.894736842105263,Gomes
Pedro Lomba Neto,MID,Wolves,0.0,12,0,0,-6183,55,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Neto
Amara Nallo,DEF,Liverpool,0.0,19,0,0,-9,40,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Nallo
Luc De Fougerolles,DEF,Fulham,0.0,8,0,0,-33,39,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Fougerolles
Dane Scarlett,FWD,Spurs,0.0,1,0,0,-48,45,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Scarlett
Dane Scarlett,FWD,Spurs,0.0,7,0,0,-48,45,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Scarlett
Lucas Digne,DEF,Aston Villa,5.1,7,1,1,2276,46,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Digne
Enzo Fernández,MID,Chelsea,0.0,2,0,0,-3183,48,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Fernández
Enzo Fernández,MID,Chelsea,0.0,18,0,0,-3183,48,True,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Fernández
Ben Brereton,MID,Sheffield Utd,7.1,15,1,2,-15237,50,False,,,,,2.8157894736842106,Brereton
Mikey Moore,MID,Spurs,0.0,1,0,0,0,45,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Moore
Mikey Moore,MID,Spurs,0.0,7,0,0,0,45,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Moore
Matt Targett,DEF,Newcastle,0.0,17,0,0,-46,42,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Targett
Demarai Gray,MID,Everton,0.0,4,0,0,-12,53,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Gray
Matthew Whittingham,MID,Wolves,0.0,12,0,0,-6,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Whittingham
Stefan Ortega Moreno,GK,Man City,0.8,16,0,1,-15354,37,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Moreno
Sam Johnstone,GK,Crystal Palace,0.0,10,0,0,-4751,43,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Johnstone
Zack Nelson,MID,Luton,0.0,20,0,0,-35,45,False,,,,,2.894736842105263,Nelson
Yerson Mosquera,DEF,Wolves,0.0,12,0,0,0,40,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Mosquera
Emiliano Buendía Stati,MID,Aston Villa,0.0,7,0,0,7,57,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Stati
Alexandre Moreno Lopera,DEF,Aston Villa,0.0,7,0,0,-48964,49,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Lopera
Japhet Tanganga,DEF,Spurs,0.0,1,0,0,-106,40,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Tanganga
Japhet Tanganga,DEF,Spurs,0.0,7,0,0,-106,40,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Tanganga
Marvelous Nakamba,MID,Luton,0.0,20,0,0,-805,43,False,,,,,2.894736842105263,Nakamba
Nathan Collins,DEF,Brentford,4.1,9,1,2,-5729,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Collins
Leandro Trossard,MID,Arsenal,1.7,18,1,3,8147,65,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Trossard
Antony Matheus dos Santos,MID,Man Utd,18.1,6,1,6,-26,68,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Santos
Trevoh Chalobah,DEF,Chelsea,4.1,2,1,2,3867,43,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Chalobah
Trevoh Chalobah,DEF,Chelsea,6.2,18,1,15,3867,43,True,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Chalobah
Luke Cundle,MID,Wolves,0.0,12,0,0,-5,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Cundle
Lukasz Fabianski,GK,West Ham,0.0,11,0,0,-2516,42,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Fabianski
Ethan Nwaneri,MID,Arsenal,0.0,18,0,0,-4,45,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Nwaneri
Callum Marshall,FWD,West Ham,0.0,11,0,0,0,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Marshall
Tino Livramento,DEF,Newcastle,7.3,17,1,2,117,40,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Livramento
Fodé Ballo-Touré,DEF,Fulham,0.0,8,0,0,-11,45,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.8684210526315788,Ballo-Touré
Aymeric Laporte,DEF,Man City,0.0,16,0,0,-12,49,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Laporte
Tyler Adams,MID,Bournemouth,0.0,5,0,0,-23,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Adams
Kieran Trippier,DEF,Newcastle,0.0,17,0,0,-79238,66,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Trippier
Jamie McDonnell,MID,Nott'm Forest,0.0,13,0,0,-16,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,McDonnell
Richarlison de Andrade,MID,Spurs,0.8,1,0,1,5704,68,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Andrade
Richarlison de Andrade,MID,Spurs,1.6,7,1,2,5704,68,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Andrade
Norberto Bercique Gomes Betuncal,FWD,Everton,0.0,4,0,0,-6932,57,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Betuncal
John McAtee,FWD,Luton,0.0,20,0,0,-186,45,False,,,,,2.894736842105263,McAtee
Jayden Bogle,DEF,Sheffield Utd,1.3,15,1,0,-526,45,False,,,,,2.8157894736842106,Bogle
Jason Steele,GK,Brighton,0.0,3,0,0,-443,41,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Steele
Nick Pope,GK,Newcastle,0.0,17,0,0,-2039,53,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Pope
Kai Havertz,MID,Arsenal,12.5,18,1,13,-51391,74,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.8157894736842106,Havertz
Wesley Moraes Ferreira da Silva,FWD,Aston Villa,0.0,7,0,0,-3,50,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Silva
Vladimír Coufal,DEF,West Ham,3.8,11,1,1,-19451,46,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Coufal
Marcus Rashford,MID,Man Utd,0.0,6,0,0,-22642,84,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Rashford
Lewis O'Brien,MID,Nott'm Forest,0.0,13,0,0,-1,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,O'Brien
Evan Ferguson,FWD,Brighton,0.0,3,0,0,-7329,57,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Ferguson
Tom McGill,GK,Brighton,0.0,3,0,0,-185,39,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,McGill
Yves Bissouma,MID,Spurs,1.1,1,0,1,33,50,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Bissouma
Yves Bissouma,MID,Spurs,2.7,7,1,2,33,50,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Bissouma
João Victor Gomes da Silva,MID,Wolves,2.8,12,1,1,-981,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Silva
Abdoulaye Doucouré,MID,Everton,2.3,4,1,3,-4819,55,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Doucouré
Enes Ünal,FWD,Bournemouth,10.3,5,1,12,-330,50,True,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.894736842105263,Ünal
Ederson Santana de Moraes,GK,Man City,1.1,16,1,1,126172,55,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Moraes
Morgan Rogers,MID,Aston Villa,9.4,7,1,6,727,50,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Rogers
Virgil van Dijk,DEF,Liverpool,2.3,19,1,1,-182455,67,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Dijk
Willy Boly,DEF,Nott'm Forest,3.2,13,1,1,-614,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Boly
Mohammed Kudus,MID,West Ham,7.2,11,1,5,-41911,68,True,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.894736842105263,Kudus
Scott McTominay,MID,Man Utd,2.4,6,0,1,-4446,45,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,McTominay
Andrew Omobamidele,DEF,Nott'm Forest,0.3,13,0,1,-133,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Omobamidele
Billy Blacker,FWD,Sheffield Utd,0.0,15,0,0,-21,45,False,,,,,2.8157894736842106,Blacker
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,7,0,0,22,40,True,2.631578947368421,3.0,2.8157894736842106,2.0,2.8684210526315788,Kesler-Hayden
Rico Lewis,DEF,Man City,0.0,16,0,0,-16642,42,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Lewis
Alejandro Garnacho,MID,Man Utd,10.0,6,1,2,-51454,50,True,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.8157894736842106,Garnacho
Jean-Ricner Bellegarde,MID,Wolves,0.0,12,0,0,-37,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Bellegarde
Jean-Philippe Gbamin,MID,Everton,0.0,4,0,0,-1,44,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Gbamin
Ollie Harrison,MID,Chelsea,0.0,2,0,0,-5,45,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Harrison
Ollie Harrison,MID,Chelsea,0.0,18,0,0,-5,45,True,2.631578947368421,3.0,2.8157894736842106,6.0,2.8157894736842106,Harrison
Lewis Dobbin,MID,Everton,0.0,4,0,0,-68,45,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Dobbin
Jenson Metcalfe,MID,Everton,0.0,4,0,0,-6,45,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Metcalfe
Riyad Mahrez,MID,Man City,0.0,16,0,0,-8,75,False,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.894736842105263,Mahrez
Matija Šarkić,GK,Wolves,0.0,12,0,0,-162,40,True,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.763157894736842,Šarkić
Auston Trusty,DEF,Sheffield Utd,5.3,15,1,0,-7623,39,False,,,,,2.8157894736842106,Trusty
Anthony Gordon,MID,Newcastle,8.4,17,1,10,454402,62,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Gordon
Emmanuel Dennis,FWD,Nott'm Forest,0.0,13,0,0,-45,48,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.736842105263157,Dennis
Nathaniel Clyne,DEF,Crystal Palace,1.5,10,1,2,-89,43,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.894736842105263,Clyne
Thiago Alcántara do Nascimento,MID,Liverpool,0.0,19,0,0,-12,47,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Nascimento
Oliver Arblaster,MID,Sheffield Utd,2.4,15,1,2,-40,45,False,,,,,2.8157894736842106,Arblaster
Ethan Brierley,MID,Brentford,0.0,9,0,0,-30,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Brierley
Timo Werner,FWD,Spurs,0.5,1,1,1,52694,63,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.736842105263157,Werner
Timo Werner,FWD,Spurs,0.0,7,0,0,52694,63,False,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Werner
